team_full_name,team_alias,map_name,map_played,map_win_rate,map_win,map_loss,map_atk_1st,map_def_1st,map_atk_rwin,map_atk_rw,map_atk_rl,map_def_rwin,map_def_rw,map_def_rl,agent_composition,agent_composition_played
MIXX,No alias,Lotus,7,0,4,3,2,5,66%,50,26,45%,41,50,"[['jett', 'killjoy', 'omen', 'skye', 'viper'], ['chamber', 'cypher', 'neon', 'omen', 'skye']]","[3, 4]"
Paper Rex,PRX,Bind,69,67,46,23,33,36,59%,403,278,56%,387,310,"[['brimstone', 'harbor', 'raze', 'reyna', 'skye'], ['astra', 'harbor', 'raze', 'reyna', 'skye'], ['astra', 'breach', 'fade', 'raze', 'yoru'], ['breach', 'brimstone', 'fade', 'raze', 'yoru'], ['brimstone', 'chamber', 'fade', 'raze', 'viper'], ['astra', 'chamber', 'fade', 'jett', 'raze'], ['breach', 'brimstone', 'raze', 'skye', 'yoru'], ['astra', 'jett', 'raze', 'skye', 'viper'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['astra', 'jett', 'skye', 'viper', 'yoru'], ['astra', 'breach', 'raze', 'sage', 'viper'], ['astra', 'skye', 'sova', 'viper', 'yoru'], ['astra', 'jett', 'reyna', 'sova', 'viper'], ['astra', 'raze', 'sova', 'viper', 'yoru'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['astra', 'jett', 'killjoy', 'sage', 'skye'], ['astra', 'jett', 'sage', 'skye', 'viper'], ['jett', 'killjoy', 'omen', 'phoenix', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'raze', 'sova'], ['cypher', 'omen', 'raze', 'skye', 'sova'], ['brimstone', 'cypher', 'jett', 'raze', 'sova'], ['brimstone', 'cypher', 'phoenix', 'raze', 'sova'], ['brimstone', 'cypher', 'jett', 'reyna', 'sova'], ['brimstone', 'cypher', 'jett', 'phoenix', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['breach', 'brimstone', 'cypher', 'jett', 'sova'], ['breach', 'brimstone', 'cypher', 'raze', 'sage']]","[2, 1, 2, 6, 4, 1, 3, 2, 4, 1, 1, 3, 1, 3, 3, 1, 2, 1, 1, 1, 3, 8, 4, 1, 1, 2, 5, 2]"
Paper Rex,PRX,Haven,52,73,38,14,20,32,60%,303,206,55%,307,247,"[['cypher', 'omen', 'raze', 'sova', 'yoru'], ['astra', 'chamber', 'fade', 'phoenix', 'reyna'], ['astra', 'cypher', 'jett', 'reyna', 'skye'], ['astra', 'chamber', 'fade', 'raze', 'sage'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['astra', 'cypher', 'jett', 'reyna', 'sova'], ['astra', 'cypher', 'raze', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'skye'], ['cypher', 'jett', 'omen', 'raze', 'skye'], ['cypher', 'jett', 'omen', 'sage', 'skye'], ['astra', 'chamber', 'jett', 'reyna', 'sova'], ['astra', 'jett', 'killjoy', 'sage', 'skye'], ['astra', 'chamber', 'jett', 'reyna', 'skye'], ['astra', 'jett', 'killjoy', 'reyna', 'skye'], ['astra', 'cypher', 'jett', 'skye', 'sova'], ['astra', 'breach', 'cypher', 'jett', 'skye'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['jett', 'omen', 'reyna', 'sage', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['brimstone', 'cypher', 'jett', 'phoenix', 'sova']]","[1, 1, 2, 4, 7, 2, 1, 3, 1, 1, 1, 2, 1, 2, 4, 2, 1, 2, 3, 9, 1]"
Paper Rex,PRX,Split,70,70,49,21,40,30,54%,401,339,62%,446,274,"[['astra', 'jett', 'raze', 'skye', 'viper'], ['chamber', 'cypher', 'fade', 'omen', 'raze'], ['astra', 'chamber', 'fade', 'kayo', 'raze'], ['cypher', 'jett', 'kayo', 'omen', 'raze'], ['cypher', 'jett', 'omen', 'raze', 'sage'], ['astra', 'kayo', 'killjoy', 'raze', 'viper'], ['jett', 'killjoy', 'omen', 'raze', 'viper'], ['astra', 'jett', 'killjoy', 'reyna', 'viper'], ['astra', 'cypher', 'kayo', 'raze', 'viper'], ['astra', 'jett', 'killjoy', 'reyna', 'sage'], ['jett', 'killjoy', 'omen', 'raze', 'sage'], ['astra', 'breach', 'jett', 'sage', 'viper'], ['astra', 'breach', 'jett', 'killjoy', 'sage'], ['astra', 'jett', 'killjoy', 'skye', 'viper'], ['jett', 'kayo', 'killjoy', 'omen', 'sage'], ['cypher', 'jett', 'omen', 'sage', 'skye'], ['jett', 'killjoy', 'omen', 'sage', 'skye'], ['astra', 'breach', 'cypher', 'jett', 'reyna'], ['astra', 'breach', 'jett', 'raze', 'reyna'], ['killjoy', 'omen', 'raze', 'sage', 'skye'], ['cypher', 'omen', 'raze', 'sage', 'skye'], ['astra', 'breach', 'cypher', 'raze', 'sage'], ['astra', 'breach', 'killjoy', 'raze', 'sage'], ['breach', 'jett', 'omen', 'raze', 'sage'], ['breach', 'cypher', 'jett', 'omen', 'raze'], ['breach', 'jett', 'killjoy', 'omen', 'raze'], ['breach', 'cypher', 'jett', 'omen', 'sage']]","[6, 1, 2, 1, 21, 1, 1, 5, 2, 2, 6, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 2, 1, 1]"
Paper Rex,PRX,Ascent,64,63,40,24,25,39,55%,338,275,55%,384,310,"[['harbor', 'raze', 'reyna', 'skye', 'viper'], ['fade', 'jett', 'kayo', 'omen', 'sage'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'fade', 'kayo', 'killjoy', 'raze'], ['astra', 'chamber', 'fade', 'kayo', 'raze'], ['astra', 'chamber', 'jett', 'kayo', 'sova'], ['astra', 'chamber', 'jett', 'sage', 'sova'], ['astra', 'breach', 'chamber', 'kayo', 'sage'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['astra', 'cypher', 'jett', 'kayo', 'sova'], ['cypher', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'cypher', 'kayo', 'raze', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'phoenix', 'sova'], ['astra', 'breach', 'killjoy', 'sage', 'sova'], ['killjoy', 'omen', 'raze', 'sova', 'yoru'], ['jett', 'omen', 'sage', 'skye', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['jett', 'omen', 'reyna', 'sage', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'phoenix'], ['breach', 'cypher', 'jett', 'omen', 'phoenix'], ['jett', 'omen', 'raze', 'reyna', 'skye'], ['jett', 'omen', 'raze', 'reyna', 'sova'], ['brimstone', 'cypher', 'jett', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'phoenix', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova']]","[1, 2, 2, 1, 11, 1, 1, 1, 3, 3, 2, 1, 10, 1, 6, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 4]"
Paper Rex,PRX,Icebox,62,73,45,17,39,23,58%,380,276,58%,339,249,"[['gekko', 'jett', 'sage', 'sova', 'viper'], ['chamber', 'harbor', 'jett', 'kayo', 'sova'], ['chamber', 'fade', 'jett', 'sage', 'viper'], ['kayo', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'kayo', 'raze', 'sova', 'viper'], ['chamber', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'fade', 'kayo', 'neon', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['jett', 'kayo', 'reyna', 'sova', 'viper'], ['jett', 'raze', 'sage', 'sova', 'viper'], ['jett', 'omen', 'reyna', 'sage', 'sova'], ['jett', 'killjoy', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'reyna', 'sova', 'viper'], ['jett', 'killjoy', 'omen', 'sage', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'sage'], ['jett', 'omen', 'phoenix', 'raze', 'reyna']]","[1, 1, 4, 1, 1, 1, 1, 1, 5, 8, 1, 3, 6, 17, 1, 1, 8, 1]"
Paper Rex,PRX,Breeze,22,68,15,7,15,7,56%,132,103,58%,121,86,"[['breach', 'harbor', 'reyna', 'sova', 'yoru'], ['chamber', 'harbor', 'jett', 'reyna', 'sova'], ['astra', 'breach', 'fade', 'neon', 'yoru'], ['chamber', 'jett', 'skye', 'sova', 'viper'], ['brimstone', 'phoenix', 'raze', 'reyna', 'sova'], ['chamber', 'kayo', 'sova', 'viper', 'yoru'], ['astra', 'breach', 'chamber', 'neon', 'sova'], ['chamber', 'jett', 'reyna', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'reyna', 'sova', 'viper'], ['jett', 'killjoy', 'skye', 'sova', 'viper']]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 1, 2]"
Paper Rex,PRX,Fracture,23,78,18,5,10,13,58%,126,92,61%,156,101,"[['breach', 'brimstone', 'killjoy', 'neon', 'raze'], ['breach', 'killjoy', 'neon', 'raze', 'viper'], ['chamber', 'fade', 'harbor', 'phoenix', 'reyna'], ['breach', 'chamber', 'neon', 'raze', 'viper'], ['breach', 'chamber', 'neon', 'sage', 'viper'], ['breach', 'chamber', 'kayo', 'neon', 'viper'], ['breach', 'chamber', 'jett', 'raze', 'viper'], ['astra', 'breach', 'cypher', 'jett', 'viper']]","[5, 1, 2, 9, 3, 1, 1, 1]"
Paper Rex,PRX,Pearl,10,80,8,2,7,3,63%,67,40,54%,52,44,"[['astra', 'jett', 'killjoy', 'phoenix', 'skye'], ['astra', 'fade', 'jett', 'killjoy', 'sage'], ['astra', 'chamber', 'phoenix', 'raze', 'sova'], ['astra', 'chamber', 'fade', 'raze', 'sage']]","[6, 1, 1, 2]"
Paper Rex,PRX,Lotus,4,75,3,1,3,1,55%,22,18,57%,25,19,"[['cypher', 'jett', 'omen', 'raze', 'skye'], ['astra', 'killjoy', 'raze', 'skye', 'yoru'], ['chamber', 'omen', 'raze', 'sage', 'skye']]","[2, 1, 1]"
BLEED,BLD,Bind,34,71,24,10,21,13,61%,200,130,57%,196,150,"[['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['brimstone', 'jett', 'raze', 'skye', 'sova'], ['brimstone', 'fade', 'raze', 'reyna', 'skye'], ['brimstone', 'cypher', 'fade', 'raze', 'reyna'], ['brimstone', 'chamber', 'fade', 'raze', 'viper'], ['astra', 'fade', 'raze', 'skye', 'viper'], ['breach', 'brimstone', 'jett', 'sova', 'viper'], ['astra', 'breach', 'jett', 'sova', 'viper'], ['astra', 'jett', 'sage', 'sova', 'viper'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['brimstone', 'raze', 'sage', 'sova', 'viper'], ['astra', 'killjoy', 'raze', 'sova', 'viper'], ['astra', 'raze', 'sage', 'sova', 'viper'], ['brimstone', 'jett', 'sage', 'skye', 'viper'], ['astra', 'killjoy', 'raze', 'sage', 'sova'], ['brimstone', 'raze', 'sage', 'skye', 'viper']]","[3, 1, 3, 1, 1, 3, 2, 4, 3, 2, 3, 3, 2, 1, 1, 1]"
BLEED,BLD,Haven,59,71,42,17,42,17,57%,375,287,56%,318,245,"[['breach', 'jett', 'killjoy', 'omen', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'breach', 'chamber', 'jett', 'sova'], ['astra', 'breach', 'jett', 'reyna', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['cypher', 'jett', 'omen', 'skye', 'sova'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['astra', 'cypher', 'jett', 'reyna', 'sova'], ['astra', 'jett', 'killjoy', 'sova', 'viper'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['astra', 'cypher', 'jett', 'sova', 'viper']]","[20, 16, 4, 5, 1, 1, 2, 1, 1, 4, 2, 2]"
BLEED,BLD,Split,19,63,12,7,6,13,53%,95,83,56%,117,93,"[['astra', 'breach', 'raze', 'sage', 'viper'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['breach', 'brimstone', 'cypher', 'jett', 'sage'], ['jett', 'killjoy', 'omen', 'raze', 'sage'], ['astra', 'killjoy', 'raze', 'sage', 'viper'], ['astra', 'jett', 'killjoy', 'reyna', 'sage'], ['astra', 'cypher', 'raze', 'skye', 'viper'], ['astra', 'jett', 'killjoy', 'sage', 'skye'], ['astra', 'killjoy', 'raze', 'skye', 'viper']]","[6, 6, 1, 1, 1, 1, 1, 1, 1]"
BLEED,BLD,Ascent,51,71,36,15,36,14,55%,307,255,53%,264,232,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['cypher', 'gekko', 'jett', 'omen', 'sova'], ['astra', 'breach', 'jett', 'killjoy', 'sova'], ['cypher', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'chamber', 'jett', 'kayo', 'sova'], ['astra', 'chamber', 'fade', 'jett', 'kayo'], ['astra', 'fade', 'jett', 'kayo', 'phoenix'], ['astra', 'cypher', 'fade', 'jett', 'kayo'], ['fade', 'jett', 'kayo', 'omen', 'sage'], ['chamber', 'fade', 'jett', 'kayo', 'omen'], ['breach', 'jett', 'killjoy', 'omen', 'sova'], ['chamber', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'sage', 'sova'], ['astra', 'chamber', 'jett', 'reyna', 'sova'], ['astra', 'jett', 'sage', 'sova', 'viper'], ['jett', 'killjoy', 'omen', 'reyna', 'sova'], ['brimstone', 'cypher', 'jett', 'sova', 'viper'], ['astra', 'killjoy', 'raze', 'skye', 'sova'], ['killjoy', 'omen', 'raze', 'sage', 'sova'], ['astra', 'killjoy', 'raze', 'reyna', 'sova'], ['brimstone', 'raze', 'sage', 'sova', 'viper']]","[1, 1, 1, 2, 2, 5, 1, 2, 2, 4, 8, 4, 2, 3, 1, 4, 1, 2, 1, 1, 1, 1]"
BLEED,BLD,Icebox,38,66,25,13,19,19,56%,238,186,54%,214,185,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['jett', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper'], ['chamber', 'reyna', 'sage', 'sova', 'viper'], ['killjoy', 'reyna', 'sage', 'sova', 'viper'], ['chamber', 'killjoy', 'sage', 'sova', 'viper'], ['cypher', 'jett', 'sage', 'sova', 'viper'], ['jett', 'omen', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'omen', 'sova', 'viper'], ['chamber', 'omen', 'reyna', 'sova', 'viper'], ['astra', 'jett', 'raze', 'reyna', 'sova']]","[3, 5, 8, 9, 1, 2, 1, 1, 6, 1, 1]"
BLEED,BLD,Breeze,21,48,10,11,8,13,48%,104,114,49%,120,124,"[['chamber', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'kayo', 'sova', 'viper'], ['astra', 'jett', 'kayo', 'sova', 'viper'], ['chamber', 'jett', 'skye', 'sova', 'viper'], ['astra', 'chamber', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'skye', 'sova', 'viper'], ['jett', 'reyna', 'skye', 'sova', 'viper'], ['cypher', 'jett', 'reyna', 'sova', 'viper']]","[8, 2, 1, 3, 1, 4, 1, 1]"
BLEED,BLD,Fracture,13,46,6,7,3,10,43%,63,82,53%,78,68,"[['breach', 'brimstone', 'killjoy', 'omen', 'raze'], ['breach', 'brimstone', 'killjoy', 'raze', 'viper'], ['breach', 'brimstone', 'cypher', 'kayo', 'raze'], ['breach', 'brimstone', 'cypher', 'omen', 'raze'], ['breach', 'brimstone', 'chamber', 'omen', 'raze'], ['breach', 'chamber', 'neon', 'raze', 'viper'], ['breach', 'brimstone', 'chamber', 'jett', 'raze'], ['breach', 'brimstone', 'chamber', 'raze', 'sage'], ['breach', 'brimstone', 'chamber', 'jett', 'reyna'], ['astra', 'chamber', 'raze', 'sage', 'yoru'], ['breach', 'chamber', 'jett', 'reyna', 'viper']]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
BLEED,BLD,Pearl,19,95,18,1,13,6,61%,131,83,63%,113,67,"[['brimstone', 'jett', 'killjoy', 'reyna', 'sova'], ['brimstone', 'chamber', 'fade', 'kayo', 'raze'], ['brimstone', 'chamber', 'fade', 'raze', 'reyna'], ['brimstone', 'chamber', 'fade', 'kayo', 'viper']]","[12, 1, 1, 5]"
BLEED,BLD,Lotus,5,80,4,1,3,2,72%,33,13,51%,24,23,"[['breach', 'jett', 'killjoy', 'omen', 'sage'], ['breach', 'killjoy', 'omen', 'raze', 'sage']]","[1, 4]"
Made in Thailand,MiTH,Bind,26,62,16,10,9,17,54%,142,119,54%,154,130,"[['brimstone', 'raze', 'sage', 'skye', 'viper'], ['brimstone', 'raze', 'skye', 'sova', 'viper'], ['astra', 'fade', 'raze', 'skye', 'viper'], ['brimstone', 'chamber', 'raze', 'skye', 'viper'], ['astra', 'chamber', 'fade', 'raze', 'skye'], ['brimstone', 'chamber', 'fade', 'raze', 'skye'], ['breach', 'brimstone', 'raze', 'sage', 'sova'], ['astra', 'chamber', 'raze', 'skye', 'sova'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['jett', 'omen', 'raze', 'reyna', 'sova']]","[11, 1, 2, 4, 1, 2, 1, 1, 2, 1]"
Made in Thailand,MiTH,Haven,54,69,37,17,38,16,58%,359,260,53%,290,262,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['astra', 'jett', 'killjoy', 'skye', 'sova'], ['jett', 'killjoy', 'omen', 'skye', 'sova'], ['cypher', 'fade', 'jett', 'omen', 'sova'], ['astra', 'cypher', 'fade', 'jett', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'skye'], ['chamber', 'jett', 'omen', 'skye', 'sova'], ['fade', 'jett', 'killjoy', 'omen', 'skye'], ['breach', 'chamber', 'neon', 'omen', 'sova'], ['astra', 'chamber', 'jett', 'skye', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'sova'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['jett', 'omen', 'phoenix', 'reyna', 'sova']]","[3, 18, 7, 1, 1, 5, 4, 3, 2, 4, 1, 3, 2]"
Made in Thailand,MiTH,Split,14,43,6,8,4,10,41%,56,81,53%,83,75,"[['astra', 'kayo', 'raze', 'skye', 'viper'], ['chamber', 'fade', 'kayo', 'omen', 'raze'], ['astra', 'raze', 'sage', 'skye', 'viper'], ['kayo', 'omen', 'raze', 'sage', 'viper'], ['astra', 'breach', 'chamber', 'kayo', 'neon'], ['astra', 'kayo', 'raze', 'sage', 'viper'], ['astra', 'chamber', 'raze', 'skye', 'viper'], ['breach', 'jett', 'killjoy', 'omen', 'raze'], ['breach', 'jett', 'omen', 'raze', 'sage'], ['jett', 'omen', 'raze', 'reyna', 'sage'], ['breach', 'jett', 'killjoy', 'omen', 'sage']]","[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Made in Thailand,MiTH,Ascent,41,71,29,12,12,29,57%,216,164,57%,251,189,"[['astra', 'breach', 'jett', 'killjoy', 'sova'], ['gekko', 'jett', 'killjoy', 'omen', 'sova'], ['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'cypher', 'jett', 'kayo', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['chamber', 'jett', 'kayo', 'omen', 'sova'], ['astra', 'chamber', 'fade', 'kayo', 'killjoy'], ['fade', 'jett', 'kayo', 'killjoy', 'omen'], ['breach', 'jett', 'omen', 'raze', 'sova'], ['jett', 'omen', 'phoenix', 'reyna', 'sova']]","[7, 1, 1, 1, 18, 9, 1, 1, 1, 1]"
Made in Thailand,MiTH,Icebox,15,60,9,6,8,7,57%,91,70,53%,82,74,"[['fade', 'killjoy', 'raze', 'sage', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['jett', 'kayo', 'killjoy', 'sova', 'viper'], ['chamber', 'kayo', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper']]","[2, 7, 2, 2, 2]"
Made in Thailand,MiTH,Breeze,27,56,15,12,18,9,49%,154,161,52%,143,132,"[['cypher', 'jett', 'skye', 'sova', 'viper'], ['chamber', 'jett', 'skye', 'sova', 'viper'], ['chamber', 'jett', 'kayo', 'sova', 'viper'], ['cypher', 'jett', 'kayo', 'sova', 'viper']]","[7, 13, 6, 1]"
Made in Thailand,MiTH,Fracture,33,76,25,8,19,14,58%,202,147,58%,198,141,"[['breach', 'brimstone', 'gekko', 'killjoy', 'raze'], ['breach', 'brimstone', 'cypher', 'neon', 'raze'], ['breach', 'brimstone', 'cypher', 'raze', 'sage'], ['breach', 'brimstone', 'cypher', 'jett', 'raze'], ['breach', 'brimstone', 'fade', 'killjoy', 'raze'], ['breach', 'brimstone', 'chamber', 'neon', 'raze'], ['breach', 'brimstone', 'chamber', 'neon', 'sage'], ['breach', 'brimstone', 'chamber', 'raze', 'sage'], ['breach', 'brimstone', 'chamber', 'kayo', 'raze'], ['astra', 'breach', 'chamber', 'jett', 'viper']]","[1, 7, 3, 2, 1, 8, 5, 3, 1, 2]"
Made in Thailand,MiTH,Pearl,5,60,3,2,2,3,51%,23,22,63%,34,20,"[['astra', 'killjoy', 'raze', 'skye', 'viper'], ['astra', 'cypher', 'fade', 'phoenix', 'raze'], ['astra', 'chamber', 'neon', 'sage', 'skye'], ['astra', 'breach', 'chamber', 'fade', 'neon']]","[2, 1, 1, 1]"
Made in Thailand,MiTH,Lotus,2,0,0,2,2,0,54%,13,11,12%,2,15,"[['breach', 'killjoy', 'omen', 'raze', 'sova'], ['fade', 'killjoy', 'neon', 'omen', 'sova']]","[1, 1]"
Orangutan,OGS,Bind,7,100,7,0,1,6,69%,37,17,68%,54,26,"[['brimstone', 'fade', 'jett', 'raze', 'skye'], ['brimstone', 'jett', 'raze', 'skye', 'sova'], ['breach', 'brimstone', 'fade', 'sage', 'yoru'], ['brimstone', 'chamber', 'raze', 'sage', 'sova'], ['brimstone', 'chamber', 'raze', 'skye', 'sova']]","[2, 1, 1, 2, 1]"
Orangutan,OGS,Haven,20,65,13,7,13,7,58%,128,91,54%,103,89,"[['astra', 'jett', 'killjoy', 'skye', 'sova'], ['astra', 'breach', 'chamber', 'neon', 'sova'], ['astra', 'breach', 'killjoy', 'neon', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'sova'], ['astra', 'breach', 'chamber', 'jett', 'sova'], ['breach', 'cypher', 'jett', 'omen', 'sova'], ['cypher', 'jett', 'omen', 'skye', 'sova']]","[8, 3, 1, 5, 1, 1, 1]"
Orangutan,OGS,Split,5,60,3,2,4,1,60%,35,23,46%,18,21,"[['cypher', 'jett', 'omen', 'raze', 'skye'], ['cypher', 'jett', 'omen', 'sage', 'skye'], ['astra', 'cypher', 'fade', 'raze', 'sage']]","[1, 3, 1]"
Orangutan,OGS,Ascent,17,53,9,8,5,12,56%,90,72,52%,98,91,"[['jett', 'kayo', 'killjoy', 'omen', 'sova'], ['astra', 'jett', 'kayo', 'killjoy', 'sova'], ['fade', 'jett', 'kayo', 'killjoy', 'omen']]","[14, 1, 2]"
Orangutan,OGS,Icebox,19,79,15,4,15,4,66%,137,72,62%,96,58,"[['jett', 'killjoy', 'sage', 'sova', 'viper'], ['chamber', 'jett', 'sage', 'sova', 'viper']]","[11, 8]"
Orangutan,OGS,Breeze,3,67,2,1,1,2,38%,9,15,71%,25,10,"[['chamber', 'jett', 'kayo', 'sova', 'viper']]",[3]
Orangutan,OGS,Fracture,8,75,6,2,2,6,57%,43,32,55%,55,45,"[['breach', 'brimstone', 'cypher', 'jett', 'raze'], ['breach', 'brimstone', 'cypher', 'kayo', 'raze'], ['breach', 'brimstone', 'cypher', 'jett', 'neon'], ['breach', 'brimstone', 'chamber', 'neon', 'sage'], ['breach', 'brimstone', 'chamber', 'neon', 'omen'], ['breach', 'brimstone', 'chamber', 'raze', 'sage']]","[1, 1, 3, 1, 1, 1]"
Orangutan,OGS,Pearl,4,100,4,0,0,4,71%,27,11,52%,25,23,"[['astra', 'jett', 'killjoy', 'phoenix', 'skye'], ['astra', 'fade', 'jett', 'kayo', 'killjoy'], ['astra', 'chamber', 'fade', 'sage', 'viper']]","[2, 1, 1]"
Fancy United Esports,FCY,Bind,47,62,29,18,21,26,55%,265,215,53%,250,223,"[['chamber', 'gekko', 'kayo', 'omen', 'viper'], ['astra', 'breach', 'phoenix', 'raze', 'viper'], ['astra', 'breach', 'raze', 'skye', 'viper'], ['astra', 'breach', 'kayo', 'raze', 'viper'], ['breach', 'kayo', 'omen', 'raze', 'viper'], ['astra', 'fade', 'kayo', 'raze', 'viper'], ['astra', 'chamber', 'omen', 'skye', 'viper'], ['astra', 'jett', 'omen', 'skye', 'viper'], ['astra', 'chamber', 'raze', 'skye', 'viper'], ['brimstone', 'raze', 'sage', 'skye', 'viper'], ['brimstone', 'kayo', 'raze', 'sova', 'viper'], ['astra', 'jett', 'raze', 'sage', 'sova'], ['jett', 'omen', 'raze', 'sage', 'sova'], ['astra', 'jett', 'raze', 'sova', 'viper'], ['brimstone', 'raze', 'skye', 'sova', 'viper'], ['astra', 'raze', 'skye', 'sova', 'viper'], ['astra', 'killjoy', 'raze', 'skye', 'sova'], ['astra', 'killjoy', 'phoenix', 'raze', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['breach', 'jett', 'killjoy', 'omen', 'sova']]","[2, 2, 1, 3, 2, 4, 5, 1, 8, 3, 5, 1, 1, 1, 1, 3, 1, 1, 1, 1]"
Fancy United Esports,FCY,Haven,73,67,49,24,51,22,60%,483,326,52%,373,342,"[['chamber', 'gekko', 'omen', 'viper', 'yoru'], ['astra', 'breach', 'chamber', 'jett', 'sova'], ['astra', 'breach', 'fade', 'jett', 'killjoy'], ['astra', 'breach', 'jett', 'killjoy', 'skye'], ['astra', 'breach', 'cypher', 'fade', 'raze'], ['breach', 'cypher', 'fade', 'omen', 'raze'], ['breach', 'cypher', 'fade', 'omen', 'phoenix'], ['breach', 'cypher', 'fade', 'omen', 'reyna'], ['breach', 'chamber', 'fade', 'jett', 'omen'], ['astra', 'breach', 'chamber', 'fade', 'omen'], ['breach', 'chamber', 'fade', 'omen', 'raze'], ['astra', 'breach', 'chamber', 'omen', 'skye'], ['astra', 'breach', 'chamber', 'jett', 'skye'], ['astra', 'breach', 'jett', 'omen', 'skye'], ['astra', 'chamber', 'jett', 'reyna', 'skye'], ['astra', 'cypher', 'jett', 'reyna', 'sova'], ['chamber', 'jett', 'reyna', 'sova', 'viper'], ['astra', 'chamber', 'jett', 'sova', 'yoru'], ['astra', 'breach', 'cypher', 'jett', 'sova'], ['cypher', 'jett', 'omen', 'phoenix', 'sova'], ['cypher', 'jett', 'omen', 'reyna', 'sova'], ['cypher', 'jett', 'omen', 'raze', 'sova'], ['astra', 'killjoy', 'phoenix', 'raze', 'sova'], ['astra', 'killjoy', 'raze', 'sage', 'skye'], ['astra', 'jett', 'killjoy', 'reyna', 'sova'], ['cypher', 'omen', 'phoenix', 'raze', 'sova'], ['jett', 'omen', 'sage', 'skye', 'sova'], ['jett', 'killjoy', 'omen', 'reyna', 'sova']]","[2, 2, 2, 7, 5, 2, 2, 2, 2, 3, 4, 15, 2, 1, 1, 2, 1, 1, 3, 3, 3, 1, 2, 1, 1, 1, 1, 1]"
